Fitness;Average Fitness
232.78824071901397;815.928462222933
350.4276874794557;937.3912336971524
327.4234440688659;930.1729681499772
444.146410733229;1194.4304323716806
291.1627541747844;891.5441449547911
383.1887928965036;1037.156112256629
370.59616120819834;947.7826575142702
252.5673772142767;817.3428547144007
343.027570039976;1022.935337076504
321.57596246886646;903.6702827464654
221.58872186089553;747.1386235700612
283.687390377086;885.7356563895319
402.60561878284614;1094.4998488062524
346.457750050636;1013.1034113479243
270.4670739470671;963.7563297881014
272.6712300579726;948.1005173376936
317.4473998415787;1159.5117178118248
310.8011538124755;860.7660202426327
313.7943272394833;927.9447180428707
277.9391038691067;840.1784054125186
280.53807507033434;864.6266597080802
303.3561617732356;869.4836468432948
344.99841848649726;965.9969932001753
340.45870929367635;1042.5701303156254
312.92280226185204;927.9199989806705
324.5608120014078;1030.3214394268098
219.7184423820576;725.7859184285892
310.77622377420283;923.8331764535661
274.62044390184315;839.114505026421
321.3198299555946;926.8261103591283
