Fitness;Average Fitness
2.406016550394564;8.929035325179514
2.190098986936307;8.371138090878299
2.1595324177847495;8.500407750596004
1.9765046562057704;8.52328722018148
1.9019379148128739;8.270681895406481
2.022003430894678;8.317553773098524
1.9766554806584722;8.332426384904608
2.0989376568928257;8.486805888975526
2.156491441264377;8.064203519646558
2.2384302227177977;8.202866328870488
2.0188395403438713;8.378382471097392
2.1642165600348493;8.351707687300339
2.2343099875075616;8.716640181487456
2.0832183511020834;8.424910641244075
2.1656295271177055;8.435257468686629
2.0677255543485695;8.647549853012316
1.9756150942886608;8.416501008797908
2.1370782275015214;8.296770826671564
2.196544393888817;8.702425656175684
2.0248048296021226;8.223484653854445
1.9029191255983715;7.955991385142918
2.155817166883886;8.237711795553631
2.064404996564462;8.26716178894315
2.1557855433079616;8.374357838953165
2.212303179970773;8.234060722817862
2.2057757033032033;8.53210852109181
2.076187717229463;8.724189149668796
2.006196789378844;8.610156255970534
2.0532955415374445;8.224039304865615
1.9804087859868376;8.292496689535243
