Fitness;Average Fitness
53.64334479591376;145.70106620729396
57.67293783901763;151.32176181806304
38.234363631123074;149.39957375867368
58.15883408775746;139.29437305329353
72.87804309543715;145.27847172798513
60.02593108249303;147.89827161741846
66.886284485947;146.84361804605678
65.30370508690545;144.06247995496585
52.64179400142497;142.5380100909171
68.40306152390569;152.67695803042082
74.08125077869994;143.37581076866041
66.25469146442262;142.33237800784542
57.56763800728474;144.31521289513535
67.57854765237954;142.22721451687505
51.04351914703681;148.6659174316873
52.72211693515527;145.5590572214281
57.34957701029599;142.27390579726472
49.03453556591003;140.80238428647456
70.3274468391938;145.40256722090584
45.76331815753335;142.69135228708075
63.29892057133393;146.7418435144019
65.89035349959396;147.52490405029903
52.60808885221709;146.11132207692654
49.60074595542441;146.7800738170124
64.19994299324519;149.159130160179
53.92138139832027;143.99648444666747
47.12034664671925;144.7727699421323
52.70642607491821;145.8499706326002
56.86759511955689;146.98083964995314
41.11594650475597;143.40569612988608
