Fitness;Average Fitness
71.78828390207445;147.26451648408155
73.09447601163487;150.86776976569064
78.57856039881221;149.56926741624937
85.63134039472772;156.23710267806356
82.55618437103612;154.3357326707156
82.43277446489384;150.8009706551027
81.83584245770612;146.5147707460006
79.66878299939697;148.40809060139082
73.49699502899415;140.2411132234722
76.81590405586303;144.10737887915852
80.06928115886672;147.0900979267584
76.02332992298943;148.80968061741515
86.0496340509543;160.58075439258297
71.06525121952666;150.50849295025583
84.09347368233546;158.1864521556558
84.40977956793432;161.34184635869096
83.01475736634052;152.40263131526336
85.00575722670578;156.2153145630603
72.41927761747849;154.9816487773517
80.14837160937884;150.8396183166039
82.79433591445985;154.13000426522296
91.32119124574774;161.4518922097435
79.63665818296283;154.1001468053156
82.12164882036245;152.14808892178826
75.68198889682589;147.778284530668
76.18754925620277;151.65241518389163
82.0278417014984;157.45073752112611
74.14822445659576;147.47176944731748
72.13547604460535;153.74087498353902
79.67034749381571;150.9254445893709
