Fitness;Average Fitness
405.48334708401427;1139.6861158100046
329.68762973818167;968.5828617997283
289.5799996427537;847.0751095885404
279.9352397522621;852.6641093902335
311.78497430719466;933.4001842096806
238.448746250312;762.742071974899
330.4995312536344;967.7747261649238
326.1855370239826;939.4896319721888
309.50442652443684;886.8993791805151
268.77234443843884;824.7584988196595
280.2711276934461;895.9123316488749
268.31977318844787;865.2299503717501
289.5471838105197;932.4593724033566
348.03704284396;999.4325969021197
376.02012100465794;1164.5564770745755
351.71658763931447;1097.644597218339
303.52879765033106;1004.5995337419206
256.47406279179074;841.2658983013822
242.32507584027425;789.9214999388648
376.1782072984682;1112.6678149650813
316.1368625941521;929.5485436060429
229.4237849716067;787.8042796937468
315.4934591578192;932.0857295688688
234.95057098300904;789.8042405798811
267.5089525920428;855.1529283072322
369.4296062095259;1087.9047139779195
281.27547093549316;867.4560515041336
258.2043908477586;979.5779601603253
433.5690807101859;1171.2918835739474
257.17595777879365;836.473956029879
