Fitness;Average Fitness
13.636246436587872;26.855527085539535
16.10799000128506;29.642547546835
12.947890351002131;26.472277222972952
16.431231458334825;29.47588879835632
13.555194740860891;27.97286034367159
12.837194442909809;27.640781300577178
13.6274749604423;28.134638084879445
14.368940292690732;26.881571690464973
16.558617529448085;28.80713755741246
16.177073343984134;28.896623791466645
13.559685617616568;27.310930696997538
11.238817662580667;29.475232475409904
13.4324064671576;30.54205112982072
13.74122361064389;28.049133921204294
11.651967037889868;29.620437381782335
12.944864815222559;28.90074494461672
13.972270457872323;26.18978809829345
12.513004376056356;28.385787190882148
13.805680330318559;28.617815918737737
16.02580112053473;28.7549219106625
11.640791947332989;27.55485878001518
16.155738527676757;31.094778082915358
14.243323855364729;30.0707332923481
13.930484060380088;27.194345888514718
11.427399131150306;27.331402640535902
13.186160152187009;27.405743050857346
13.207055047887332;28.137820407097497
14.799155448887737;29.358843557496282
14.6380128280971;29.02087553486965
15.147522286356887;29.93671698909649
